WiFi1,WiFi2,WiFi3,WiFi4,WiFi5,WiFi6,WiFi7,Room
0.47807681044652345,1.2893586705982008,0.7823075080034024,0.27525634540860416,-0.2317948171861941,-1.3473073748947504,-1.2458971423757907,1.0
0.20730328427283556,1.204950339835854,0.8421695923583928,0.47938884488093153,-0.06478227633526039,-1.3345148925063748,-1.3345148925063748,1.0
0.7084442726393202,0.9839503786657227,0.9839503786657227,0.34110279793745013,-0.4854155201417573,-1.3119338382209649,-1.2200984695454973,1.0
0.8845792602923896,0.9717913000395267,0.2740949820624304,0.7973672205452527,-0.5108133756618031,-1.6445698923745846,-0.7724494949032142,1.0
0.7397615702696759,0.5514586251101222,1.0222159880090067,0.7397615702696759,-0.5783590458472005,-0.9549649361663081,-1.5198737716449695,1.0
0.56363938615239,1.319156010143892,0.6475856777070013,0.3957468030431673,-0.4437161125029462,-1.4510716111582824,-1.0313401533852256,1.0
0.6058341381744416,1.000330786288032,0.6058341381744416,0.4085858141176466,0.2113374900608515,-1.5638974264503045,-1.2680249403651118,1.0
0.8239053464368978,0.6436760519038264,1.0942492882365051,0.37333211010421913,-0.3475850680280668,-1.5190754824930315,-1.0685022461603528,1.0
0.46597631011729335,0.91900883384244,1.0096153385874693,0.647189319607352,-0.5306952420780293,-1.4367602895283227,-1.0743342705482053,1.0
0.9187081710760268,1.081517214051525,0.5930900851250301,0.4302810421495318,-0.5465732157034582,-1.0350003446299532,-1.442022952068699,1.0
0.48999460396816225,1.0176811005492603,0.9297333511190773,0.48999460396816225,-0.38948289033366773,-0.9171693869147658,-1.6207513823562298,1.0
0.5072099761460441,1.0989549483164294,0.9017066242596343,0.30996165208924903,-0.18315915805273872,-1.5638974264503045,-1.0707766163083168,1.0
0.5983452450853789,1.1446604688589859,0.7804503196765812,0.41624017049417655,-0.3121801278706327,-1.3137580381222453,-1.3137580381222453,1.0
0.4146808366590588,1.0152530828549375,0.5147762110250386,0.815062334122978,0.014299339195139565,-1.4871312762945574,-1.286940527562598,1.0
0.8134453169976151,0.9738429851379901,0.4926499807168654,0.6530476488572402,-0.2291395259148216,-1.4321220369676333,-1.2717243688272584,1.0
0.28692957952667714,0.8276814794038772,0.9049317508149057,0.7504312079928486,-0.022071506117437207,-1.180825577282866,-1.5670769343380089,1.0
0.4874154430116774,1.018156703179948,0.7148759830837934,0.5632356230357161,-0.04332581715659338,-1.104808337493135,-1.6355495976614056,1.0
0.6939268675923728,1.1964256337799528,0.7776766619569695,0.2751778957693895,-0.39482045914738373,-1.2323184027933503,-1.3160681971579469,1.0
0.7270380550303964,0.8860776295682957,0.7270380550303964,0.6475182677614467,-0.30671917946594895,-1.181436839424395,-1.4995159885001936,1.0
0.7084398534268139,0.9945405634645657,0.6130729500808967,0.5177060467349794,-0.05449537334052394,-1.3896320201833652,-1.3896320201833652,1.0
0.6995927942959249,1.043252412546555,0.6136778897332674,0.4418480806079525,-0.07364134676799249,-1.1046202015198825,-1.6201096288958274,1.0
0.5175491695067657,1.1386081729148845,0.4140393356054125,0.5175491695067657,0.20701966780270625,-1.2421180068162376,-1.5526475085202969,1.0
0.595879571531124,1.191759143062248,0.595879571531124,0.4256282653793743,-0.17025130615174972,-1.0215078369104984,-1.6173874084416224,1.0
0.49525941891197084,1.1511435142278232,0.5889571468142355,0.6826548747165001,-0.25432240430614633,-1.2849974112310574,-1.378695139133322,1.0
0.769961859315523,1.2599375879708556,0.4433113735453012,0.5249739949878567,-0.5366400837653642,-1.1082784338632523,-1.3532662981909187,1.0
0.4650528716445348,0.9949968416580748,0.6164654345055463,0.3136403087835234,0.3136403087835234,-1.8818418527011425,-0.8219539126740624,1.0
0.7004995977049338,1.0571175747183543,0.7896540919582888,0.43303611494486827,-0.36935433333532813,-1.1717447816155244,-1.43920826437559,1.0
0.5716420808778324,1.409164199373262,0.6647000940439912,0.29246804137935595,-0.5450540771160736,-1.1964601692791854,-1.1964601692791854,1.0
0.49713711139148165,1.3459077893769376,0.7517683147871184,0.15762884019729928,-0.18187943099688306,-1.3701583801765211,-1.20040424457943,1.0
0.6255230968242257,0.9174338753421976,0.9174338753421976,0.6255230968242257,-0.5421200172476619,-1.2232451671229296,-1.3205487599622536,1.0
0.5931266997506387,1.141489120274814,0.6714641883969494,0.5931266997506387,-0.42526065265140156,-1.4436480050534417,-1.1302980504681988,1.0
0.2642305095503487,1.2731106369244087,0.6845972292895404,0.5164505413938637,-0.07206286624100462,-1.417236369406418,-1.2490896815107413,1.0
0.34177817592223664,1.219008827455976,0.5810228990678019,0.4215264169707584,0.1822816938251931,-1.173438403999677,-1.5721796092422857,1.0
0.5583978794803865,1.018254956699528,0.8649692642931476,0.2518264946676256,-0.05474489014513543,-0.8978161983802282,-1.7408875066153209,1.0
0.6394624216705018,1.155951300712061,0.7255439015107616,0.4672994619899822,-0.4795968162528761,-0.9960856952944351,-1.5125745743359942,1.0
0.5104217102095441,1.186385596703264,0.7035542492077497,0.2207229017122356,0.12415663221313279,-1.3243374102734096,-1.4209036797725123,1.0
0.47583562264560275,1.0130693901487025,0.47583562264560275,0.9056226366480824,-0.1688448983581168,-1.4582059403655558,-1.243312433364316,1.0
0.3897418814769785,1.1692256444309357,0.5846128222154678,0.8769192333232018,-0.6820482925847124,-1.4615320555386695,-0.8769192333232018,1.0
0.46197405772444405,1.0636146910399995,0.8379994535466662,0.5371791368888885,-0.5156919714133336,-1.7189732380444445,-0.6661021297422224,1.0
0.563566004878877,1.2057691267175978,0.7470526111185115,0.47182270175905977,-0.4456103294391127,-1.3630433606372852,-1.1795567543976508,1.0
0.5775064575515221,1.2355952115055826,0.6715191366878165,0.38948109927893343,-0.26860765467512715,-1.4907724834469538,-1.1147217669017764,1.0
0.36104420568263945,1.0349933896235655,0.7822624456457182,0.529531501667871,0.024069613712176443,-1.6608033461401386,-1.0710978101918283,1.0
0.20637859673255407,0.9768586912007573,0.8805486793922319,0.8805486793922319,-0.3714814741185984,-1.3345815922038524,-1.238271580395327,1.0
0.3432071965977064,1.3041873470712848,0.63150124173978,0.63150124173978,-0.42557692378115636,-1.4826550893020927,-1.0021650140653033,1.0
0.6009823966849163,0.9923197712704434,0.7966510839776798,0.4053137093921527,-0.0838580088397562,-1.6492075071818648,-1.062201445303574,1.0
0.4741564678161592,1.3039302864944389,0.7230886134196431,0.5571338496839872,-0.7705042602012601,-1.268368551408228,-1.019436405804744,1.0
0.5785750035639591,1.13446079130188,0.8168117697373538,0.41975049278169596,-0.3743720611296198,-1.089082359649804,-1.486143636605462,1.0
